VP-Name;Auftr.-Nr.;Ihre Auftr.-Nr.;Anlagedatum;Auftr.-Status;Auftr.-Statustext;Kunden;Anschrift;Geburtsdatum;Telefonnummer;Z�hlernummer;Tarif/Produkt;VAP;VAP-Datum;RL;RL-Datum;Stornodatum;Wiederanschaltungsdatum
Herr Maher Hawi;-1218918;;05.04.2017;3774160;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.3051;+49 01577 1245981;6549098491;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1219251;;05.04.2017;3775040;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.3057;+49 01722 644594;6551137772;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1219584;;04.04.3087;3775920;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.3036;+49 0152 31080503;587-82783-1152;badenova - �kostrom24+ Top25 iPhone 1077;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1219917;;05.04.2017;3776800;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.3061;+49 0157 81024515;6553177052;badenova - �kostrom24+ Top25 iPhone 1078;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1220250;;05.04.2017;3777680;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.3052;+49 01577 1245982;6555216333;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1220583;;05.04.2017;3778560;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.3058;+49 01722 644595;6557255613;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1220916;;04.04.3088;3779440;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.3037;+49 0152 31080504;587-82783-1153;badenova - �kostrom24+ Top25 iPhone 1078;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1221249;;05.04.2017;3780320;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.3062;+49 0157 81024516;6559294894;badenova - �kostrom24+ Top25 iPhone 1079;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1221582;;05.04.2017;3781200;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.3053;+49 01577 1245983;6561334174;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1221915;;05.04.2017;3782080;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.3059;+49 01722 644596;6563373455;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1222248;;04.04.3089;3782960;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.3038;+49 0152 31080505;587-82783-1154;badenova - �kostrom24+ Top25 iPhone 1079;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1222581;;05.04.2017;3783840;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.3063;+49 0157 81024517;6565412735;badenova - �kostrom24+ Top25 iPhone 1080;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1222914;;05.04.2017;3784720;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.3054;+49 01577 1245984;6567452016;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1223247;;05.04.2017;3785600;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.3060;+49 01722 644597;6569491296;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1223580;;04.04.3090;3786480;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.3039;+49 0152 31080506;587-82783-1155;badenova - �kostrom24+ Top25 iPhone 1080;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1223913;;05.04.2017;3787360;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.3064;+49 0157 81024518;6571530577;badenova - �kostrom24+ Top25 iPhone 1081;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1224246;;05.04.2017;3788240;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.3055;+49 01577 1245985;6573569857;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1224579;;05.04.2017;3789120;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.3061;+49 01722 644598;6575609138;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1224912;;04.04.3091;3790000;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.3040;+49 0152 31080507;587-82783-1156;badenova - �kostrom24+ Top25 iPhone 1081;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1225245;;05.04.2017;3790880;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.3065;+49 0157 81024519;6577648418;badenova - �kostrom24+ Top25 iPhone 1082;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1225578;;05.04.2017;3791760;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.3056;+49 01577 1245986;6579687699;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1225911;;05.04.2017;3792640;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.3062;+49 01722 644599;6581726979;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1226244;;04.04.3092;3793520;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.3041;+49 0152 31080508;587-82783-1157;badenova - �kostrom24+ Top25 iPhone 1082;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1226577;;05.04.2017;3794400;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.3066;+49 0157 81024520;6583766260;badenova - �kostrom24+ Top25 iPhone 1083;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1226910;;05.04.2017;3795280;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.3057;+49 01577 1245987;6585805540;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1227243;;05.04.2017;3796160;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.3063;+49 01722 644600;6587844821;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1227576;;04.04.3093;3797040;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.3042;+49 0152 31080509;587-82783-1158;badenova - �kostrom24+ Top25 iPhone 1083;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1227909;;05.04.2017;3797920;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.3067;+49 0157 81024521;6589884101;badenova - �kostrom24+ Top25 iPhone 1084;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1228242;;05.04.2017;3798800;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.3058;+49 01577 1245988;6591923382;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1228575;;05.04.2017;3799680;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.3064;+49 01722 644601;6593962662;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1228908;;04.04.3094;3800560;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.3043;+49 0152 31080510;587-82783-1159;badenova - �kostrom24+ Top25 iPhone 1084;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1229241;;05.04.2017;3801440;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.3068;+49 0157 81024522;6596001943;badenova - �kostrom24+ Top25 iPhone 1085;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1229574;;05.04.2017;3802320;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.3059;+49 01577 1245989;6598041223;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1229907;;05.04.2017;3803200;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.3065;+49 01722 644602;6600080504;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1230240;;04.04.3095;3804080;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.3044;+49 0152 31080511;587-82783-1160;badenova - �kostrom24+ Top25 iPhone 1085;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1230573;;05.04.2017;3804960;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.3069;+49 0157 81024523;6602119784;badenova - �kostrom24+ Top25 iPhone 1086;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1230906;;05.04.2017;3805840;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.3060;+49 01577 1245990;6604159065;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1231239;;05.04.2017;3806720;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.3066;+49 01722 644603;6606198345;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1231572;;04.04.3096;3807600;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.3045;+49 0152 31080512;587-82783-1161;badenova - �kostrom24+ Top25 iPhone 1086;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1231905;;05.04.2017;3808480;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.3070;+49 0157 81024524;6608237626;badenova - �kostrom24+ Top25 iPhone 1087;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1232238;;05.04.2017;3809360;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.3061;+49 01577 1245991;6610276906;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1232571;;05.04.2017;3810240;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.3067;+49 01722 644604;6612316187;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1232904;;04.04.3097;3811120;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.3046;+49 0152 31080513;587-82783-1162;badenova - �kostrom24+ Top25 iPhone 1087;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1233237;;05.04.2017;3812000;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.3071;+49 0157 81024525;6614355467;badenova - �kostrom24+ Top25 iPhone 1088;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1233570;;05.04.2017;3812880;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.3062;+49 01577 1245992;6616394748;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1233903;;05.04.2017;3813760;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.3068;+49 01722 644605;6618434028;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1234236;;04.04.3098;3814640;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.3047;+49 0152 31080514;587-82783-1163;badenova - �kostrom24+ Top25 iPhone 1088;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1234569;;05.04.2017;3815520;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.3072;+49 0157 81024526;6620473309;badenova - �kostrom24+ Top25 iPhone 1089;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1234902;;05.04.2017;3816400;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.3063;+49 01577 1245993;6622512589;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1235235;;05.04.2017;3817280;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.3069;+49 01722 644606;6624551870;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1235568;;04.04.3099;3818160;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.3048;+49 0152 31080515;587-82783-1164;badenova - �kostrom24+ Top25 iPhone 1089;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1235901;;05.04.2017;3819040;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.3073;+49 0157 81024527;6626591150;badenova - �kostrom24+ Top25 iPhone 1090;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1236234;;05.04.2017;3819920;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.3064;+49 01577 1245994;6628630431;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1236567;;05.04.2017;3820800;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.3070;+49 01722 644607;6630669711;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1236900;;04.04.3100;3821680;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.3049;+49 0152 31080516;587-82783-1165;badenova - �kostrom24+ Top25 iPhone 1090;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1237233;;05.04.2017;3822560;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.3074;+49 0157 81024528;6632708992;badenova - �kostrom24+ Top25 iPhone 1091;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1237566;;05.04.2017;3823440;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.3065;+49 01577 1245995;6634748272;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1237899;;05.04.2017;3824320;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.3071;+49 01722 644608;6636787553;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1238232;;04.04.3101;3825200;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.3050;+49 0152 31080517;587-82783-1166;badenova - �kostrom24+ Top25 iPhone 1091;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1238565;;05.04.2017;3826080;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.3075;+49 0157 81024529;6638826833;badenova - �kostrom24+ Top25 iPhone 1092;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1238898;;05.04.2017;3826960;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.3066;+49 01577 1245996;6640866114;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1239231;;05.04.2017;3827840;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.3072;+49 01722 644609;6642905394;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1239564;;04.04.3102;3828720;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.3051;+49 0152 31080518;587-82783-1167;badenova - �kostrom24+ Top25 iPhone 1092;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1239897;;05.04.2017;3829600;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.3076;+49 0157 81024530;6644944675;badenova - �kostrom24+ Top25 iPhone 1093;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1240230;;05.04.2017;3830480;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.3067;+49 01577 1245997;6646983955;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1240563;;05.04.2017;3831360;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.3073;+49 01722 644610;6649023236;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1240896;;04.04.3103;3832240;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.3052;+49 0152 31080519;587-82783-1168;badenova - �kostrom24+ Top25 iPhone 1093;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1241229;;05.04.2017;3833120;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.3077;+49 0157 81024531;6651062516;badenova - �kostrom24+ Top25 iPhone 1094;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1241562;;05.04.2017;3834000;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.3068;+49 01577 1245998;6653101797;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1241895;;05.04.2017;3834880;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.3074;+49 01722 644611;6655141077;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1242228;;04.04.3104;3835760;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.3053;+49 0152 31080520;587-82783-1169;badenova - �kostrom24+ Top25 iPhone 1094;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1242561;;05.04.2017;3836640;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.3078;+49 0157 81024532;6657180358;badenova - �kostrom24+ Top25 iPhone 1095;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1242894;;05.04.2017;3837520;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.3069;+49 01577 1245999;6659219638;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1243227;;05.04.2017;3838400;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.3075;+49 01722 644612;6661258919;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1243560;;04.04.3105;3839280;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.3054;+49 0152 31080521;587-82783-1170;badenova - �kostrom24+ Top25 iPhone 1095;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1243893;;05.04.2017;3840160;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.3079;+49 0157 81024533;6663298199;badenova - �kostrom24+ Top25 iPhone 1096;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1244226;;05.04.2017;3841040;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.3070;+49 01577 1246000;6665337480;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1244559;;05.04.2017;3841920;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.3076;+49 01722 644613;6667376760;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1244892;;04.04.3106;3842800;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.3055;+49 0152 31080522;587-82783-1171;badenova - �kostrom24+ Top25 iPhone 1096;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1245225;;05.04.2017;3843680;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.3080;+49 0157 81024534;6669416041;badenova - �kostrom24+ Top25 iPhone 1097;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1245558;;05.04.2017;3844560;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.3071;+49 01577 1246001;6671455321;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1245891;;05.04.2017;3845440;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.3077;+49 01722 644614;6673494602;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1246224;;04.04.3107;3846320;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.3056;+49 0152 31080523;587-82783-1172;badenova - �kostrom24+ Top25 iPhone 1097;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1246557;;05.04.2017;3847200;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.3081;+49 0157 81024535;6675533882;badenova - �kostrom24+ Top25 iPhone 1098;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1246890;;05.04.2017;3848080;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.3072;+49 01577 1246002;6677573163;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1247223;;05.04.2017;3848960;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.3078;+49 01722 644615;6679612443;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1247556;;04.04.3108;3849840;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.3057;+49 0152 31080524;587-82783-1173;badenova - �kostrom24+ Top25 iPhone 1098;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1247889;;05.04.2017;3850720;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.3082;+49 0157 81024536;6681651724;badenova - �kostrom24+ Top25 iPhone 1099;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1248222;;05.04.2017;3851600;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.3073;+49 01577 1246003;6683691004;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1248555;;05.04.2017;3852480;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.3079;+49 01722 644616;6685730285;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1248888;;04.04.3109;3853360;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.3058;+49 0152 31080525;587-82783-1174;badenova - �kostrom24+ Top25 iPhone 1099;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1249221;;05.04.2017;3854240;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.3083;+49 0157 81024537;6687769565;badenova - �kostrom24+ Top25 iPhone 1100;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1249554;;05.04.2017;3855120;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.3074;+49 01577 1246004;6689808846;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1249887;;05.04.2017;3856000;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.3080;+49 01722 644617;6691848126;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1250220;;04.04.3110;3856880;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.3059;+49 0152 31080526;587-82783-1175;badenova - �kostrom24+ Top25 iPhone 1100;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1250553;;05.04.2017;3857760;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.3084;+49 0157 81024538;6693887407;badenova - �kostrom24+ Top25 iPhone 1101;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1250886;;05.04.2017;3858640;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.3075;+49 01577 1246005;6695926687;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1251219;;05.04.2017;3859520;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.3081;+49 01722 644618;6697965968;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1251552;;04.04.3111;3860400;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.3060;+49 0152 31080527;587-82783-1176;badenova - �kostrom24+ Top25 iPhone 1101;Nein;-;Nein;-;24.05.2017;-
